Crop,Temp_low(C),Temp_high(C),Rain_low(cm),Rain_high(cm),Humidity_low(%),Humidity_high(%),Elevation(m),Loamy,Fertile,Suitable
Black Pepper,18.4,33.4,19.2,34.2,63.9,76.4,254,1,1,0
Black Pepper,23.9,33.7,19.2,41.4,67.6,83.8,1322,1,0,1
Black Pepper,19.9,28.8,22.9,43.6,71.2,84.4,312,1,1,1
Black Pepper,22.9,29.9,17.0,35.9,67.5,83.1,1206,1,1,1
Black Pepper,19.5,28.1,23.2,38.2,61.0,84.9,713,0,1,1
Black Pepper,22.1,30.1,21.5,43.1,70.9,76.7,526,0,1,1
Black Pepper,22.6,33.4,19.2,27.0,72.1,83.3,279,1,1,1
Black Pepper,21.6,31.6,19.6,29.6,64.3,79.3,293,0,1,1
Black Pepper,20.8,30.4,17.6,39.2,70.0,89.1,1010,1,1,1
Black Pepper,20.5,30.6,22.5,41.5,66.4,86.4,848,1,1,1
Black Pepper,20.1,28.0,20.1,42.1,73.3,89.6,227,1,1,0
Black Pepper,23.6,30.1,18.2,33.3,72.7,75.6,213,0,1,1
Black Pepper,23.0,32.5,21.0,26.8,67.9,79.3,155,1,1,1
Black Pepper,23.8,34.8,25.0,33.8,70.4,77.9,1128,1,1,0
Black Pepper,18.7,33.9,19.4,29.6,73.3,75.2,1082,0,1,1
Black Pepper,22.4,28.2,24.2,30.8,67.4,78.6,135,1,1,1
Black Pepper,23.6,34.3,18.5,40.4,64.7,85.2,862,1,1,1
Black Pepper,19.1,33.5,15.5,26.5,71.3,78.5,173,0,1,1
Black Pepper,18.4,33.5,17.0,41.6,63.3,82.6,1360,1,1,1
Black Pepper,22.4,31.2,19.2,33.6,65.8,88.3,1365,0,1,1
Black Pepper,21.4,30.8,17.2,36.9,73.0,85.4,1062,1,1,0
Black Pepper,23.1,30.1,15.0,26.8,70.9,80.9,1393,1,1,1
Black Pepper,18.8,28.5,24.2,31.7,66.1,80.6,1227,1,0,0
Black Pepper,22.8,29.6,23.4,26.8,63.2,81.8,1251,1,0,0
Black Pepper,19.2,29.7,22.4,44.2,65.3,77.7,876,1,1,0
Black Pepper,19.0,31.4,16.7,41.1,64.3,84.5,494,1,1,1
Black Pepper,19.0,33.2,16.2,34.2,62.6,80.5,366,1,1,1
Black Pepper,22.9,31.3,15.7,29.5,71.1,87.8,524,0,0,1
Black Pepper,22.0,28.4,22.2,43.7,63.8,86.3,961,0,1,1
Black Pepper,21.1,34.7,24.3,31.9,66.8,84.2,300,1,1,1
Black Pepper,20.2,34.6,19.3,28.2,65.8,80.5,425,1,1,1
Black Pepper,23.3,33.5,16.2,36.3,74.7,78.1,729,0,1,1
Black Pepper,20.4,34.9,20.1,43.9,65.9,86.6,388,0,1,1
Black Pepper,22.9,31.8,18.5,25.1,61.2,82.3,904,1,1,1
Black Pepper,20.6,34.7,18.7,29.8,61.3,78.4,1389,1,1,1
Black Pepper,20.3,28.5,21.2,43.8,68.9,77.9,1135,1,1,1
Black Pepper,20.8,30.6,22.2,28.4,69.0,77.5,1016,1,1,1
Black Pepper,19.8,29.6,16.1,27.3,66.3,86.7,895,1,1,1
Black Pepper,22.5,29.4,15.4,36.4,66.5,78.4,758,1,1,1
Black Pepper,21.0,29.0,24.9,42.2,60.8,82.9,321,1,1,1
Black Pepper,19.4,32.4,17.3,34.5,67.7,81.8,1347,0,1,0
Black Pepper,23.4,33.5,15.5,44.9,67.6,83.7,410,1,1,1
Black Pepper,20.3,32.0,16.9,38.6,62.2,88.2,182,1,1,0
Black Pepper,21.3,29.0,15.4,26.5,61.6,88.0,1138,1,0,1
Black Pepper,23.4,33.7,18.9,44.9,61.9,81.8,305,0,1,0
Black Pepper,21.7,32.5,23.0,33.2,61.5,75.2,589,1,0,1
Black Pepper,18.7,30.7,18.4,30.7,69.1,81.4,91,0,1,0
Black Pepper,23.6,32.7,19.4,36.2,62.9,84.1,249,0,1,1
Black Pepper,21.8,29.8,21.8,31.1,63.8,83.4,301,1,0,1
Black Pepper,20.0,30.4,20.1,26.7,62.6,84.8,129,1,1,0
Black Pepper,18.8,34.4,23.6,25.0,74.4,77.3,1002,1,1,1
Black Pepper,22.8,30.0,23.7,34.0,72.8,84.7,1264,1,1,0
Black Pepper,21.7,31.3,15.1,41.7,63.5,77.7,591,1,1,0
Black Pepper,21.2,34.2,22.8,36.4,64.9,86.3,1318,1,1,1
Black Pepper,23.4,33.0,19.6,45.0,63.1,80.1,359,1,1,1
Black Pepper,22.7,28.4,24.9,30.7,67.4,85.6,522,0,1,1
Black Pepper,18.9,29.0,19.8,30.6,60.3,75.7,269,1,0,0
Black Pepper,19.9,28.1,24.9,28.2,70.1,81.1,950,1,1,0
Black Pepper,19.5,32.4,22.5,28.3,67.8,85.6,659,0,0,1
Black Pepper,22.5,31.1,17.5,30.7,73.5,78.4,939,1,1,1
Black Pepper,18.2,28.9,20.4,40.9,62.5,86.9,1154,1,1,1
Black Pepper,21.4,34.7,24.9,43.1,72.1,84.5,841,1,1,1
Black Pepper,22.6,31.7,23.6,44.5,71.9,83.8,960,1,1,1
Black Pepper,23.3,29.7,16.0,29.6,61.9,80.3,1406,1,1,1
Black Pepper,20.1,31.5,22.1,42.6,66.0,82.2,484,0,1,1
Black Pepper,22.9,32.8,18.5,31.6,62.6,84.0,571,0,1,1
Black Pepper,18.7,28.5,15.1,27.3,63.8,82.1,1091,1,1,1
Black Pepper,23.1,29.9,19.0,42.4,63.9,85.5,936,1,1,1
Black Pepper,18.8,33.6,17.3,37.7,68.3,81.5,309,1,1,1
Black Pepper,20.4,31.2,23.2,28.3,66.2,78.0,595,1,1,1
Black Pepper,22.8,31.8,18.4,33.6,74.2,78.2,728,1,1,1
Black Pepper,18.9,31.0,23.3,30.7,61.9,75.1,658,1,1,1
Black Pepper,19.4,28.3,15.0,39.7,74.6,79.5,308,0,1,0
Black Pepper,22.3,29.2,18.1,34.1,63.5,86.2,1390,0,1,1
Black Pepper,22.3,31.1,17.4,44.8,71.6,86.9,1155,1,1,1
Black Pepper,21.8,29.5,17.3,26.1,65.1,78.0,748,1,1,1
Black Pepper,22.2,28.3,15.7,32.1,62.1,89.4,1036,1,1,1
Black Pepper,21.3,33.9,16.9,34.6,72.9,82.5,1351,1,1,0
Black Pepper,19.5,34.9,20.6,35.1,64.6,88.8,247,1,0,0
Black Pepper,20.1,33.6,17.9,31.3,69.9,85.6,413,1,1,1
Black Pepper,19.1,34.0,19.2,39.6,68.5,85.8,837,1,1,1
Black Pepper,23.5,29.7,18.8,42.5,67.1,76.3,1209,1,1,1
Black Pepper,21.5,34.7,23.8,43.8,67.4,78.3,103,1,1,0
Black Pepper,20.4,29.4,24.1,41.1,71.0,75.1,1477,1,1,1
Black Pepper,20.8,34.7,19.9,42.0,61.3,85.7,710,0,1,1
Black Pepper,23.7,35.0,18.3,36.0,70.0,80.2,571,1,1,1
Black Pepper,18.9,33.0,16.1,41.5,73.4,86.8,474,1,1,1
Black Pepper,21.5,34.9,24.5,31.1,60.9,80.1,303,1,0,1
Black Pepper,21.0,32.0,15.6,33.0,62.1,87.3,1198,1,1,1
Black Pepper,21.7,29.8,18.0,31.3,70.7,77.0,1435,1,1,1
Black Pepper,18.1,31.1,18.0,34.3,66.6,77.6,650,0,1,0
Black Pepper,23.2,32.2,18.2,30.7,66.1,80.1,1431,1,0,1
Black Pepper,23.6,28.5,16.6,44.2,62.1,81.1,1245,0,0,1
Black Pepper,21.4,32.4,22.8,31.3,67.6,80.2,748,0,0,1
Black Pepper,22.2,34.9,16.2,27.0,61.9,86.5,1027,1,0,1
Black Pepper,23.5,29.3,21.3,35.5,67.1,76.5,681,1,1,1
Black Pepper,22.2,33.5,16.2,26.1,71.5,80.3,860,1,1,1
Black Pepper,18.9,34.4,15.7,27.2,63.9,87.6,134,1,1,1
Black Pepper,21.5,34.6,24.1,29.4,67.2,76.0,1060,1,1,1
Black Pepper,21.6,34.7,16.9,34.3,74.9,89.1,127,0,1,1
Black Pepper,20.5,31.7,23.2,33.7,70.3,89.8,1235,0,1,1
Black Pepper,22.4,34.8,20.4,41.0,72.6,76.3,1246,1,1,1
Black Pepper,23.6,33.3,15.8,39.8,66.2,79.4,394,0,1,1
Black Pepper,23.6,29.1,24.6,33.5,71.5,80.6,519,1,1,1
Black Pepper,20.7,31.3,17.5,31.7,60.6,86.6,748,1,1,0
Black Pepper,18.7,33.0,23.6,31.3,61.8,83.9,915,1,0,1
Black Pepper,23.9,29.7,16.7,40.5,63.0,84.7,467,0,1,1
Black Pepper,23.0,32.5,23.5,26.0,66.0,86.4,909,1,1,1
Black Pepper,18.7,32.7,15.1,25.3,72.7,76.8,482,1,1,1
Black Pepper,23.5,29.1,20.1,40.9,65.2,87.5,130,0,1,0
Black Pepper,23.2,32.0,22.7,34.5,69.8,85.6,54,1,1,1
Black Pepper,21.1,33.4,24.3,27.6,70.6,83.7,197,1,0,0
Black Pepper,21.5,31.5,24.1,29.7,68.8,88.3,1199,1,1,1
Black Pepper,20.4,28.1,23.2,43.7,65.4,85.5,1444,1,0,0
Black Pepper,18.3,28.1,23.9,42.2,68.7,78.0,669,0,1,0
Black Pepper,20.0,30.5,17.0,39.2,65.1,81.4,793,1,1,0
Black Pepper,22.8,34.5,17.8,34.6,61.3,82.4,263,1,1,1
Black Pepper,18.0,29.6,17.9,35.4,74.9,75.8,849,0,1,1
Black Pepper,20.0,32.4,18.8,44.5,61.9,89.3,260,1,1,1
Black Pepper,20.4,29.6,18.9,44.3,61.1,76.9,936,0,0,1
Black Pepper,21.2,30.3,20.4,29.3,73.2,85.5,1403,1,1,1
Black Pepper,23.5,33.9,16.6,41.2,64.5,82.6,334,0,0,1
Black Pepper,20.1,33.1,21.9,28.9,69.8,75.4,1159,1,1,1
Black Pepper,20.1,28.7,16.7,29.3,64.9,88.9,84,1,0,1
Black Pepper,22.4,31.0,18.1,38.5,65.9,87.8,594,1,0,1
Black Pepper,20.7,28.2,20.0,33.1,63.9,82.9,211,1,1,1
Black Pepper,19.3,31.4,23.0,43.6,65.1,78.4,561,1,1,1
Black Pepper,20.7,32.6,22.4,26.8,66.2,76.8,302,1,0,1
Black Pepper,18.8,28.8,21.5,35.2,70.8,80.5,591,1,1,1
Black Pepper,19.1,30.0,16.6,43.4,67.7,78.8,655,1,1,1
Black Pepper,21.0,30.8,20.5,43.1,74.2,82.6,486,1,1,1
Black Pepper,20.5,34.4,15.9,28.1,60.6,89.5,1002,1,0,1
Black Pepper,23.5,35.0,18.8,32.3,67.5,83.6,1382,1,1,0
Black Pepper,20.2,28.3,19.1,37.4,68.8,88.3,631,1,1,1
Black Pepper,21.5,33.3,15.4,28.2,73.8,84.8,329,0,0,1
Black Pepper,21.8,30.6,17.7,44.4,60.7,82.1,443,1,1,0
Black Pepper,18.1,30.7,24.6,43.3,68.6,87.8,1288,0,1,1
Black Pepper,22.0,33.3,24.5,28.3,72.8,82.1,879,1,1,1
Black Pepper,19.1,34.4,18.5,27.4,63.6,88.0,710,0,1,1
Black Pepper,23.8,34.7,15.4,26.7,73.1,79.4,267,1,1,1
Black Pepper,18.9,32.0,16.8,43.2,60.3,76.9,702,1,1,1
Black Pepper,20.5,30.5,18.9,28.9,71.0,87.8,454,1,1,1
Black Pepper,18.5,33.5,24.5,33.3,74.0,83.8,1418,1,1,1
Black Pepper,24.0,29.8,16.4,34.0,69.9,88.3,1332,1,1,1
Black Pepper,21.0,31.9,22.6,37.0,66.6,89.1,172,1,1,1
Black Pepper,21.6,30.5,16.1,26.4,60.7,75.8,799,1,1,1
Black Pepper,18.4,32.6,24.8,29.5,73.8,82.5,376,1,1,1
Black Pepper,22.5,29.7,18.8,43.6,67.1,80.6,646,1,0,0
Black Pepper,19.3,29.3,22.8,43.2,60.4,84.4,1321,1,1,0
Black Pepper,23.4,34.4,18.4,40.6,70.3,86.9,815,0,1,1
Black Pepper,19.2,28.7,21.3,25.4,67.2,79.2,535,1,1,1
Black Pepper,19.1,31.5,16.9,31.5,61.9,83.4,351,1,1,1
Black Pepper,18.2,29.5,16.5,37.6,63.2,85.6,1210,1,1,0
Black Pepper,20.8,28.3,24.4,30.5,61.0,77.0,956,1,0,1
Black Pepper,21.4,28.3,24.2,43.2,68.6,87.2,729,1,1,1
Black Pepper,18.4,29.2,23.9,37.7,69.3,84.1,365,1,1,1
Black Pepper,22.7,34.1,21.3,26.4,67.6,89.2,535,0,1,1
Black Pepper,20.7,30.0,23.1,43.2,72.3,80.1,1442,1,1,1
Black Pepper,21.1,34.7,15.7,44.2,72.9,76.6,804,0,1,0
Black Pepper,20.6,32.1,18.3,26.6,69.2,82.6,631,1,1,0
Black Pepper,20.4,31.1,18.1,35.6,60.2,76.3,806,1,1,1
Black Pepper,21.4,32.1,21.4,31.1,70.4,89.5,1180,0,1,0
Black Pepper,18.9,31.6,18.6,32.9,66.3,75.6,543,1,1,0
Black Pepper,19.1,33.3,16.5,28.6,68.5,86.3,309,1,1,1
Black Pepper,23.2,30.0,21.0,36.6,69.7,82.9,898,0,1,0
Black Pepper,23.7,30.5,23.1,44.2,65.3,80.5,1015,1,1,1
Black Pepper,20.2,34.3,18.8,35.1,73.8,76.0,1083,0,1,0
Black Pepper,19.6,34.6,16.3,26.7,62.0,84.3,1329,1,1,1
Black Pepper,21.9,34.2,17.0,37.4,70.1,83.8,588,1,0,1
Black Pepper,20.5,30.9,17.4,31.8,60.1,79.2,159,1,1,0
Black Pepper,18.2,33.5,18.0,42.1,73.9,88.7,1440,1,1,1
Black Pepper,18.9,31.3,21.4,33.7,61.7,79.6,681,1,1,1
Black Pepper,22.3,31.5,21.0,28.9,61.4,81.7,954,0,0,0
Black Pepper,22.0,29.4,22.0,28.8,65.0,83.2,1016,1,1,1
Black Pepper,18.2,32.1,18.6,40.4,65.6,76.5,842,1,1,1
Black Pepper,19.3,29.3,23.2,30.3,63.2,89.0,348,0,1,0
Black Pepper,19.4,30.3,17.0,40.3,68.8,80.6,1145,1,1,0
Black Pepper,22.0,34.0,19.7,29.1,66.6,76.2,1215,0,1,1
Black Pepper,18.1,29.4,23.0,31.4,60.5,80.8,852,1,1,1
Black Pepper,18.6,28.5,16.8,34.3,64.8,84.0,758,1,1,1
Black Pepper,22.8,28.5,16.1,43.9,72.2,82.7,215,1,1,1
Black Pepper,19.1,34.6,23.8,43.6,70.3,85.4,172,1,1,1
Black Pepper,21.9,31.5,18.4,29.1,70.9,75.8,542,1,1,1
Black Pepper,19.4,30.9,21.8,32.2,70.5,79.3,501,0,1,1
Black Pepper,18.6,33.7,15.3,28.0,64.7,87.3,1433,1,1,1
Black Pepper,19.5,33.9,21.9,35.2,61.5,76.2,1186,1,1,0
Black Pepper,22.3,30.3,18.2,34.2,64.1,87.8,1007,1,1,1
Black Pepper,23.1,32.9,15.6,43.0,72.5,76.4,801,1,1,1
Black Pepper,23.0,33.4,21.1,43.6,74.7,87.5,293,0,0,1
Black Pepper,20.4,32.6,17.4,32.7,67.4,80.4,1469,1,1,1
Black Pepper,22.0,29.1,18.9,34.8,60.1,84.2,594,0,1,1
Black Pepper,19.2,34.1,15.8,42.9,62.1,77.3,205,0,1,1
Black Pepper,19.8,31.8,16.5,41.1,64.8,76.0,766,1,0,1
Black Pepper,23.4,30.0,18.0,25.1,68.7,78.2,1317,0,1,1
Black Pepper,18.1,31.0,15.9,31.4,61.1,76.9,1337,0,1,0
Black Pepper,18.5,28.3,24.1,33.4,74.2,79.7,66,1,1,1
Black Pepper,19.2,28.9,15.1,29.6,65.5,82.7,1335,0,1,1
Black Pepper,18.2,33.4,19.8,29.0,73.7,83.8,444,0,0,1
Black Pepper,19.1,28.0,16.2,25.8,71.7,86.8,107,0,1,1
Black Pepper,21.5,30.9,18.1,37.9,71.3,84.8,1279,0,1,1
Black Pepper,20.5,31.7,24.3,30.3,69.1,84.1,1303,1,1,0
Black Pepper,23.4,28.4,16.6,26.0,69.4,81.2,915,1,1,1
Black Pepper,22.9,34.8,24.7,29.6,69.6,82.1,883,1,1,1
Black Pepper,20.1,29.6,17.1,41.0,69.4,81.2,1229,1,0,1
Black Pepper,19.6,30.1,22.4,42.0,68.3,87.6,1190,0,1,1
Black Pepper,20.3,30.1,20.5,34.7,74.8,78.5,1341,0,0,0
Black Pepper,21.5,29.6,23.8,33.3,71.0,75.1,851,0,1,1
Black Pepper,19.6,28.0,20.5,44.6,71.7,84.8,1453,1,1,1
Black Pepper,21.7,33.1,20.3,29.0,73.1,78.0,1494,1,1,1
Black Pepper,20.5,34.8,17.0,29.3,63.2,88.4,219,1,0,1
Black Pepper,21.3,29.6,16.7,30.8,61.3,87.9,1282,1,0,1
Black Pepper,20.6,32.6,24.2,28.5,67.2,76.2,775,0,1,1
Black Pepper,19.8,33.2,18.3,32.6,67.7,76.6,612,1,1,1
Black Pepper,23.7,33.9,18.7,43.2,72.4,82.4,939,1,1,1
Black Pepper,22.6,31.0,22.6,37.3,66.7,84.1,131,1,1,1
Black Pepper,18.8,30.1,18.4,33.2,68.6,79.1,784,1,1,1
Black Pepper,23.2,30.3,24.5,43.7,67.9,85.8,1313,1,1,1
Black Pepper,20.9,33.0,22.4,26.0,60.6,83.9,360,1,0,0
Black Pepper,23.4,33.7,21.0,29.2,69.2,79.9,668,1,1,1
Black Pepper,22.8,29.3,23.8,36.3,72.4,75.4,1412,1,1,0
Black Pepper,20.6,30.6,15.5,37.3,62.4,86.3,671,1,1,1
Black Pepper,18.1,34.3,17.6,25.8,68.9,78.2,570,0,1,1
Black Pepper,19.6,33.6,19.7,33.1,68.9,87.5,689,1,0,1
Black Pepper,21.2,34.9,17.3,38.0,62.5,81.3,803,1,1,1
Black Pepper,21.8,33.3,22.4,39.0,61.9,83.7,966,0,0,0
Black Pepper,19.5,30.8,24.2,37.8,74.7,88.1,1211,1,1,1
Black Pepper,18.8,32.1,19.2,31.4,65.9,88.0,706,0,1,1
Black Pepper,23.0,32.6,18.4,26.9,63.4,80.6,1235,1,1,1
Black Pepper,23.9,28.5,24.6,33.5,62.6,78.1,824,1,0,1
Black Pepper,21.2,31.8,19.4,27.6,70.0,86.6,541,1,0,1
Black Pepper,19.0,33.0,19.9,44.0,69.1,81.5,1004,0,0,0
Black Pepper,19.6,29.2,18.5,34.5,69.7,77.9,1091,1,1,1
Black Pepper,18.1,33.5,24.1,31.3,61.3,88.6,859,1,1,1
Black Pepper,23.5,32.1,20.7,40.3,73.4,78.0,132,1,1,1
Black Pepper,18.7,34.7,22.6,35.0,65.8,75.4,296,1,1,0
Black Pepper,21.5,28.3,23.1,31.2,64.7,75.3,464,1,1,1
Black Pepper,19.6,29.9,18.4,41.2,66.9,84.3,460,1,1,1
Black Pepper,21.3,32.2,19.3,42.3,65.9,84.9,1026,0,0,0
Black Pepper,21.9,30.1,23.5,38.5,73.0,79.7,77,0,1,1
Black Pepper,23.0,33.0,18.6,25.9,73.9,79.8,1146,1,1,1
Black Pepper,19.2,33.3,22.9,36.3,64.6,80.1,435,0,0,1
Black Pepper,18.1,28.7,24.4,40.3,73.0,85.2,500,1,0,1
Black Pepper,18.8,31.6,21.2,27.7,71.7,75.9,815,0,1,0
Black Pepper,23.4,31.6,22.4,29.6,74.0,88.9,363,1,1,1
Black Pepper,23.2,30.6,23.1,42.6,63.7,78.3,1332,1,0,1
Black Pepper,21.6,34.5,23.5,25.4,68.7,90.0,174,1,1,1
Black Pepper,21.6,33.8,19.0,40.1,64.1,77.6,694,1,1,1
Black Pepper,22.0,32.9,15.5,34.5,72.4,86.6,1282,0,0,0
Black Pepper,19.1,33.0,19.0,33.9,60.1,78.4,943,1,1,1
Black Pepper,23.5,31.2,21.7,25.1,68.5,76.2,474,1,1,1
Black Pepper,20.5,34.4,19.5,41.4,65.1,88.1,660,1,1,1
Black Pepper,20.3,32.9,22.5,32.2,64.8,87.9,1075,1,1,1
Black Pepper,21.1,33.1,18.6,35.8,69.7,81.1,1461,1,0,1
Black Pepper,18.3,34.0,21.3,38.5,72.8,85.5,1345,1,1,1
Black Pepper,19.0,29.9,16.9,39.1,69.1,83.4,547,1,1,1
Black Pepper,22.4,33.6,22.5,44.1,72.8,87.8,1497,1,1,1
Black Pepper,18.5,29.4,20.5,35.6,64.0,79.7,55,1,1,1
Black Pepper,21.6,30.4,17.0,33.0,67.8,82.9,90,1,1,0
Black Pepper,19.5,30.3,17.9,44.1,66.8,82.3,1245,1,1,1
Black Pepper,20.3,34.8,22.5,37.8,60.2,80.3,339,0,1,0
Black Pepper,19.7,34.0,19.8,31.0,68.4,88.4,138,1,1,1
Black Pepper,20.1,32.9,17.2,27.5,69.9,77.5,394,1,1,0
Black Pepper,22.3,33.1,24.7,41.9,68.9,77.2,668,1,1,0
Black Pepper,19.8,31.9,22.2,32.2,71.0,83.7,1109,1,1,0
Black Pepper,21.4,34.6,24.6,38.2,68.6,84.9,955,1,1,1
Black Pepper,20.9,31.5,19.3,34.4,61.0,77.9,395,1,1,1
Black Pepper,22.0,30.7,19.8,29.0,61.7,80.9,780,1,1,1
Black Pepper,23.6,29.1,24.0,37.0,68.9,89.2,1393,1,1,0
Black Pepper,22.4,33.5,20.3,26.2,64.1,78.7,1232,0,1,1
Black Pepper,19.3,33.1,22.1,33.3,61.2,85.0,519,0,1,1
Black Pepper,18.2,30.7,17.5,35.9,66.4,86.1,1474,0,0,1
Black Pepper,19.6,28.2,19.5,33.7,68.3,81.7,1077,1,1,1
Black Pepper,21.6,33.9,16.2,40.0,64.9,89.1,141,1,1,1
Black Pepper,18.3,28.1,17.1,41.6,70.8,86.0,101,0,1,1
Black Pepper,21.0,32.9,15.0,40.4,69.7,81.9,294,1,0,1
Black Pepper,21.6,34.8,15.4,25.8,65.0,83.5,1105,1,1,0
Black Pepper,20.0,31.1,24.8,28.9,71.3,85.4,316,0,1,1
Black Pepper,22.6,29.6,17.4,35.7,69.7,83.9,792,1,1,1
Black Pepper,18.6,32.9,21.6,43.7,69.6,88.2,185,1,1,0
Black Pepper,18.5,33.7,23.4,41.7,68.3,80.4,1385,1,1,1
Black Pepper,22.4,31.8,20.5,41.9,60.2,79.5,549,1,1,1
Black Pepper,21.0,34.8,16.5,31.1,70.4,78.2,1367,1,0,1
Black Pepper,22.1,28.4,22.3,33.6,65.6,75.6,1420,1,1,1
Black Pepper,20.6,31.5,21.0,34.4,74.1,75.6,59,1,1,0
Black Pepper,19.5,33.0,22.3,28.1,72.3,88.1,723,1,1,1
Black Pepper,22.9,34.0,22.7,25.6,68.8,85.2,86,1,1,0
Black Pepper,22.8,29.3,24.8,43.9,63.8,84.9,1368,1,0,1
Black Pepper,22.2,33.6,20.7,29.8,63.1,84.2,802,1,1,0
Black Pepper,19.6,31.9,18.4,29.8,65.1,87.7,159,0,1,1
Black Pepper,21.5,30.8,21.5,26.7,67.1,82.2,210,1,0,1
Black Pepper,20.2,28.9,15.7,43.6,64.4,88.1,606,1,1,1
Black Pepper,18.5,34.1,24.0,36.6,67.7,80.4,1413,1,1,0
Black Pepper,23.5,29.1,16.2,38.3,62.5,88.9,1055,0,1,0
Black Pepper,18.8,30.2,18.3,43.2,74.7,85.5,1308,0,1,1
Black Pepper,23.7,30.0,23.2,31.9,61.6,78.9,581,1,1,1
Black Pepper,20.7,34.1,21.0,37.4,74.0,83.5,113,0,0,1
Black Pepper,19.1,32.7,18.9,25.8,73.7,83.0,1463,1,1,1
Black Pepper,21.3,33.6,19.7,28.7,67.9,77.1,75,1,1,0
Black Pepper,23.2,29.8,23.5,41.6,70.9,83.9,1424,1,1,0
Black Pepper,22.4,32.4,18.4,40.3,66.5,79.7,585,0,1,0
Black Pepper,22.8,32.0,23.7,32.0,69.5,75.8,65,0,1,1
Black Pepper,22.0,33.8,15.9,32.5,65.1,89.2,1049,0,1,1
Black Pepper,22.2,34.3,22.8,35.7,64.5,84.6,1472,0,1,1
Black Pepper,23.1,28.1,23.5,25.0,68.7,88.2,1450,1,1,1
Black Pepper,19.5,32.7,16.8,29.8,67.5,85.1,283,1,1,0
Black Pepper,20.9,28.4,19.3,29.2,68.7,80.4,313,0,1,0
Black Pepper,19.3,31.8,16.7,30.0,64.3,82.7,870,0,1,1
Black Pepper,23.9,30.0,22.1,41.1,65.5,85.1,974,0,1,1
Black Pepper,23.7,30.1,20.4,30.6,61.3,89.4,1122,1,1,1
Black Pepper,18.2,30.5,21.4,28.8,60.8,78.8,313,1,0,0
Black Pepper,22.2,32.3,17.0,35.1,63.8,88.1,1441,1,1,0
Black Pepper,23.6,30.3,17.1,42.3,61.1,88.9,976,1,1,1
Black Pepper,19.1,33.1,15.4,29.8,61.6,85.1,1278,1,1,0
Black Pepper,21.4,30.8,18.2,26.6,72.2,89.0,833,1,0,0
Black Pepper,23.5,28.5,20.6,32.1,60.6,81.0,651,0,1,1
Black Pepper,18.2,33.5,23.6,40.0,69.9,89.3,1467,1,1,0
Black Pepper,22.2,30.0,21.7,36.0,64.1,85.5,894,0,1,0
Black Pepper,19.8,31.0,19.4,41.3,73.1,75.6,1307,1,1,1
Black Pepper,23.5,32.8,24.5,44.2,67.3,88.6,1432,0,1,1
Black Pepper,23.8,30.3,22.2,40.9,64.6,82.3,1029,1,0,1
Black Pepper,23.7,28.4,24.3,37.1,67.8,81.9,846,0,1,1
Black Pepper,20.8,30.6,20.3,34.9,65.7,83.5,55,1,1,1
Black Pepper,23.2,34.6,17.6,25.8,68.5,77.2,108,1,1,0
Black Pepper,23.1,32.5,15.5,44.7,61.7,82.0,341,1,1,1
Black Pepper,19.9,32.7,22.3,32.7,75.0,87.5,320,1,1,0
Black Pepper,23.0,32.4,16.2,28.0,66.4,75.2,419,1,1,0
Black Pepper,18.2,29.4,18.0,38.3,65.2,79.1,492,1,1,1
Black Pepper,21.6,30.9,20.3,30.7,70.7,75.0,572,1,1,1
Black Pepper,19.4,33.3,20.6,36.7,65.5,81.2,660,0,1,1
Black Pepper,18.7,28.7,21.0,36.7,72.5,85.9,193,1,1,1
Black Pepper,18.5,29.9,16.7,33.9,66.8,87.0,111,1,1,1
Black Pepper,22.2,29.9,18.8,41.7,70.8,89.2,1027,1,1,1
Black Pepper,20.0,31.0,21.2,30.3,61.6,84.1,829,1,0,1
Black Pepper,22.3,34.9,24.7,34.0,72.7,78.8,694,1,0,1
Black Pepper,18.4,28.5,22.3,35.8,71.0,88.9,970,1,1,1
Black Pepper,19.9,31.6,24.2,38.3,63.2,86.6,1250,1,1,0
Black Pepper,21.2,29.3,22.6,40.7,62.2,83.6,670,1,1,1
Black Pepper,22.7,34.8,20.9,32.9,64.7,85.4,980,0,1,1
Black Pepper,19.9,28.8,16.9,37.9,74.6,88.9,1433,0,1,0
Black Pepper,21.8,30.8,21.7,28.0,63.9,85.7,1267,1,1,1
Black Pepper,23.3,33.2,21.2,43.7,66.8,80.5,668,1,0,1
Black Pepper,21.7,32.9,21.0,32.7,60.5,85.7,985,1,1,0
Black Pepper,19.4,31.0,19.9,39.6,66.0,75.6,307,0,1,0
Black Pepper,18.1,30.4,20.3,25.4,68.6,80.8,863,1,1,1
Black Pepper,23.2,30.8,18.3,29.1,74.3,81.1,1473,1,1,1
Black Pepper,18.1,29.8,20.2,34.7,67.8,77.5,802,1,0,1
Black Pepper,23.2,29.4,17.0,42.6,72.3,75.3,1395,1,1,0
Black Pepper,21.2,31.4,23.1,35.5,68.2,77.0,641,1,0,0
Black Pepper,23.6,29.9,16.9,43.6,60.6,84.8,1498,0,1,1
Black Pepper,22.8,30.0,15.8,34.7,64.7,87.0,890,1,0,1
Black Pepper,24.0,32.6,19.4,34.8,68.6,89.8,111,1,1,1
Black Pepper,20.1,34.8,21.6,27.4,74.3,80.2,901,1,0,1
Black Pepper,22.6,32.2,19.4,41.1,72.9,84.0,448,0,1,1
